gml_id,oid,aktualit,art,name,schluessel,gemeinde,gmdschl
DE090010,DE090010,2023-06-19Z,Gemarkung,Filke,"090010",Willmars,"09673182"
DE090001,DE090001,2023-08-09Z,Gemarkung,Huflar,"090001",Fladungen,"09673123"
DE090007,DE090007,2023-08-31Z,Gemarkung,Fladungen,"090007",Fladungen,"09673123"
DE090011,DE090011,2023-08-29Z,Gemarkung,Hausen,"090011",Hausen,"09673129"
DE090039,DE090039,2023-08-15Z,Gemarkung,Haselbach i.d.Rhön,"090039",Bischofsheim i.d.Rhön,"09673117"
DE090248,DE090248,2023-08-21Z,Gemarkung,Völkersleier,"090248","Wartmannsroth;Omerz u.Roter Berg","09672161;09672463"
DE090027,DE090027,2023-08-31Z,Gemarkung,Eußenhausen,"090027",Mellrichstadt,"09673142"
DE098304,DE098304,2023-08-31Z,Gemarkung,Tünzhausen,"098304","Allershausen;Kirchdorf a.d.Amper;Kranzberg","09178113;09178136;09178137"
DE098296,DE098296,2023-08-31Z,Gemarkung,Moosburg a.d.Isar,"098296",Moosburg a.d.Isar,"09178143"
DE098288,DE098288,2023-08-31Z,Gemarkung,Zolling,"098288",Zolling,"09178157"
DE095919,DE095919,2023-08-29Z,Gemarkung,Seebach,"095919","Deggendorf;Hengersberg","09271119;09271125"
DE095910,DE095910,2023-08-29Z,Gemarkung,Offenberg,"095910",Offenberg,"09271140"
DE090197,DE090197,2023-08-28Z,Gemarkung,Modlos,"090197",Oberleichtersbach,"09672138"
DE095909,DE095909,2023-08-29Z,Gemarkung,Buchberg,"095909",Offenberg,"09271140"
DE090025,DE090025,2023-08-30Z,Gemarkung,Ostheim v.d.Rhön,"090025",Ostheim v.d.Rhön,"09673153"
DE090226,DE090226,2023-08-14Z,Gemarkung,Detter,"090226","Schondra;Zeitlofs","09672149;09672166"
DE090253,DE090253,2022-08-13Z,Gemarkung,Euerdorfer Forst,"090253","Aura a.d.Saale;Bad Kissingen","09672111;09672114"
DE095871,DE095871,2023-08-29Z,Gemarkung,Fürsteneck,"095871",Fürsteneck,"09272119"
DE090031,DE090031,2023-08-25Z,Gemarkung,Weisbach,"090031",Oberelsbach,"09673149"
DE090075,DE090075,2023-08-22Z,Gemarkung,Schmalwasser,"090075",Sandberg,"09673162"
DE090022,DE090022,2023-08-30Z,Gemarkung,Oberelsbach,"090022",Oberelsbach,"09673149"
DE095869,DE095869,2023-08-29Z,Gemarkung,Neureichenau,"095869","Neureichenau;Pleckensteiner Wald","09272136;09272458"
DE090225,DE090225,2021-10-30Z,Gemarkung,Roßbacher Forst,"090225","Wartmannsroth;Zeitlofs;Roßbacher Forst","09672161;09672166;09672466"
DE090014,DE090014,2023-08-30Z,Gemarkung,Willmars,"090014",Willmars,"09673182"
DE090330,DE090330,2022-08-25Z,Gemarkung,Schöllkrippener Forst,"090330","Sommerkahl;Schöllkrippener Forst","09671153;09671459"
DE090058,DE090058,2023-08-08Z,Gemarkung,Sandberg,"090058",Sandberg,"09673162"
DE090061,DE090061,2023-08-23Z,Gemarkung,Burgwallbach,"090061",Schönau a.d.Brend,"09673163"
DE096016,DE096016,2023-07-25Z,Gemarkung,Dünzling,"096016",Bad Abbach,"09273116"
DE090055,DE090055,2023-08-23Z,Gemarkung,Hendungen,"090055",Hendungen,"09673130"
DE090574,DE090574,2022-09-19Z,Gemarkung,Fürstl.Löwenstein'scher Park,"090574","Bischbrunn;Esselbach;Hafenlohr;Fürstl.Löwenstein'scher Park","09677120;09677126;09677135;09677456"
DE096187,DE096187,2023-08-24Z,Gemarkung,Lengthal,"096187",Moosthenning,"09279128"
DE092018,DE092018,2022-08-20Z,Gemarkung,Unterschieda,"092018",Kirchenlamitz,"09479129"
DE090363,DE090363,2023-08-16Z,Gemarkung,Goldbach,"090363",Goldbach,"09671121"
DE090042,DE090042,2023-08-29Z,Gemarkung,Schönau a.d.Brend,"090042",Schönau a.d.Brend,"09673163"
DE090523,DE090523,2023-08-28Z,Gemarkung,Frammersbach,"090523",Frammersbach,"09677129"
DE096312,DE096312,2023-08-24Z,Gemarkung,Hauzenberg,"096312",Hauzenberg,"09275126"
DE091748,DE091748,2023-07-27Z,Gemarkung,Ziegelhüttener Forst,"091748",Kulmbach,"09477128"
DE090183,DE090183,2023-07-21Z,Gemarkung,Oberleichtersbach,"090183","Bad Brückenau;Oberleichtersbach","09672113;09672138"
DE090339,DE090339,2023-08-21Z,Gemarkung,Eichenberg,"090339",Sailauf,"09671150"
DE090857,DE090857,2023-08-28Z,Gemarkung,Maibach,"090857",Poppenhausen,"09678168"
DE090726,DE090726,2023-06-15Z,Gemarkung,Fuchsstadt,"090726",Reichenberg,"09679176"
DE090210,DE090210,2022-02-28Z,Gemarkung,Singenrain,"090210",Schondra,"09672149"
DE090473,DE090473,2022-07-25Z,Gemarkung,Otterbach,"090473",Amorbach,"09676112"
DE096273,DE096273,2023-08-24Z,Gemarkung,Söldenau,"096273",Ortenburg,"09275138"
DE094268,DE094268,2022-12-10Z,Gemarkung,Hessenreuth,"094268",Pressath,"09374149"
DE090097,DE090097,2023-08-31Z,Gemarkung,Bad Königshofen i.Grabfeld,"090097",Bad Königshofen i.Grabfeld,"09673141"
DE091326,DE091326,2022-05-09Z,Gemarkung,Callenberger Forst-West,"091326",Callenberger Forst-West,"09473452"
DE090080,DE090080,2023-08-29Z,Gemarkung,Brendlorenzen,"090080",Bad Neustadt a.d.Saale,"09673114"
DE090186,DE090186,2023-08-29Z,Gemarkung,Schondra,"090186",Schondra,"09672149"
DE090188,DE090188,2023-08-31Z,Gemarkung,Burkardroth,"090188",Burkardroth,"09672117"
DE090388,DE090388,2022-11-23Z,Gemarkung,Rohrbrunner Forst,"090388","Weibersbrunn;Dammbach;Rohrbrunner Forst","09671157;09671160;09671456"
DE091318,DE091318,2022-05-09Z,Gemarkung,Breitenauer Forst,"091318",Bad Rodach,"09473158"
DE091593,DE091593,2023-08-28Z,Gemarkung,Nurn,"091593",Steinwiesen,"09476177"
DE096047,DE096047,2023-08-29Z,Gemarkung,Langquaid,"096047","Herrngiersdorf;Langquaid","09273127;09273141"
DE090246,DE090246,2023-08-31Z,Gemarkung,Bad Kissingen,"090246",Bad Kissingen,"09672114"
DE096572,DE096572,2023-08-24Z,Gemarkung,Langenhettenbach,"096572","Bayerbach b.Ergoldsbach;Ergoldsbach","09274119;09274127"
DE090170,DE090170,2023-08-31Z,Gemarkung,Salzforst,"090170",Burkardroth,"09672117"
DE090240,DE090240,2023-08-31Z,Gemarkung,Poppenlauer,"090240",Maßbach,"09672131"
DE090236,DE090236,2023-06-09Z,Gemarkung,Neuwirtshauser Forst,"090236","Oberthulba;Wartmannsroth;Neuwirtshauser Forst","09672139;09672161;09672462"
DE090205,DE090205,2023-06-09Z,Gemarkung,Windheim/Münnerstadt,"090205",Münnerstadt,"09672135"
DE096557,DE096557,2023-08-24Z,Gemarkung,Hebramsdorf,"096557","Neufahrn i.NB;Rottenburg a.d.Laaber","09274153;09274176"
DE090281,DE090281,2022-11-30Z,Gemarkung,Trimberg,"090281",Elfershausen,"09672121"
DE090091,DE090091,2023-06-28Z,Gemarkung,Bad Neuhaus,"090091",Bad Neustadt a.d.Saale,"09673114"
DE095416,DE095416,2023-07-19Z,Gemarkung,See,"095416","Lupburg;Parsberg","09373143;09373151"
DE090054,DE090054,2023-06-10Z,Gemarkung,Bahra,"090054",Mellrichstadt,"09673142"
DE096528,DE096528,2023-08-24Z,Gemarkung,Malching,"096528",Malching,"09275132"
DE090235,DE090235,2023-03-02Z,Gemarkung,Forst Detter-Süd,"090235","Zeitlofs;Forst Detter-Süd","09672166;09672454"
DE096518,DE096518,2023-08-24Z,Gemarkung,Erlach,"096518",Simbach a.Inn,"09277145"
DE097507,DE097507,2023-04-18Z,Gemarkung,Auwald,"097507",Auwald,"09775451"
DE091583,DE091583,2023-07-27Z,Gemarkung,Gifting,"091583",Wilhelmsthal,"09476189"
DE093658,DE093658,2022-08-15Z,Gemarkung,Dennenlohe,"093658",Unterschwaningen,"09571208"
DE095343,DE095343,2023-07-19Z,Gemarkung,Unterlaichling,"095343",Schierling,"09375196"
DE090228,DE090228,2023-03-14Z,Gemarkung,Kleinbrach,"090228",Bad Kissingen,"09672114"
DE096514,DE096514,2023-08-24Z,Gemarkung,Ering,"096514",Ering,"09277118"
DE091724,DE091724,2023-08-28Z,Gemarkung,Grünlas,"091724",Grafengehaig,"09477117"
DE090060,DE090060,2023-06-21Z,Gemarkung,Burgwallbacher Forst,"090060","Hohenroth;Burgwallbacher Forst","09673135;09673452"
DE091701,DE091701,2023-08-28Z,Gemarkung,Reichenbach,"091701",Presseck,"09477148"
DE090221,DE090221,2023-08-17Z,Gemarkung,Stralsbach,"090221",Burkardroth,"09672117"
DE090196,DE090196,2023-08-08Z,Gemarkung,Forst Detter-Nord,"090196","Oberleichtersbach;Zeitlofs","09672138;09672166"
DE096480,DE096480,2023-08-24Z,Gemarkung,Wolfsegg,"096480",Massing,"09277133"
DE090158,DE090158,2023-03-10Z,Gemarkung,Speicherz,"090158","Bad Brückenau;Motten","09672113;09672134"
DE098833,DE098833,2023-08-24Z,Gemarkung,Gumattenkirchen,"098833",Mettenheim,"09183127"
DE090672,DE090672,2023-08-21Z,Gemarkung,Dipbach,"090672",Bergtheim,"09679117"
DE092556,DE092556,2022-09-23Z,Gemarkung,Veldensteinerforst,"092556","Pegnitz;Veldensteinerforst","09472175;09472468"
DE090089,DE090089,2023-08-26Z,Gemarkung,Bad Neustadt a.d.Saale,"090089",Bad Neustadt a.d.Saale,"09673114"
DE090085,DE090085,2023-08-04Z,Gemarkung,Ottelmannshausen,"090085",Herbstadt,"09673131"
DE091216,DE091216,2023-07-27Z,Gemarkung,Hombeer,"091216",Markt Taschendorf,"09575147"
DE090199,DE090199,2023-04-13Z,Gemarkung,Waldfensterer Forst,"090199","Burkardroth;Waldfensterer Forst","09672117;09672468"
DE098801,DE098801,2023-08-24Z,Gemarkung,Wiesbach,"098801",Neumarkt-Sankt Veit,"09183129"
DE090325,DE090325,2023-08-23Z,Gemarkung,Mömbris,"090325",Mömbris,"09671143"
DE090187,DE090187,2023-08-02Z,Gemarkung,Platz,"090187",Geroda,"09672126"
DE090373,DE090373,2023-04-15Z,Gemarkung,Waldaschaffer Forst,"090373","Waldaschaff;Waldaschaffer Forst","09671156;09671460"
DE090335,DE090335,2023-08-29Z,Gemarkung,Schimborn,"090335",Mömbris,"09671143"
DE091887,DE091887,2023-08-28Z,Gemarkung,Hof,"091887",Hof,"09464000"
DE090320,DE090320,2023-08-23Z,Gemarkung,Wiesen,"090320",Wiesen,"09671162"
DE090273,DE090273,2023-08-31Z,Gemarkung,Maßbach,"090273",Maßbach,"09672131"
DE090879,DE090879,2022-11-22Z,Gemarkung,Uchenhofen,"090879",Haßfurt,"09674147"
DE098761,DE098761,2023-08-24Z,Gemarkung,Glonn,"098761",Glonn,"09175121"
DE091775,DE091775,2023-08-28Z,Gemarkung,Marktschorgast,"091775",Marktschorgast,"09477139"
DE090282,DE090282,2023-08-09Z,Gemarkung,Engenthal,"090282",Elfershausen,"09672121"
DE090076,DE090076,2023-02-22Z,Gemarkung,Forst Schmalwasser-Süd,"090076","Sandberg;Forst Schmalwasser-Süd","09673162;09673454"
DE091760,DE091760,2023-08-28Z,Gemarkung,Untersteinach,"091760",Untersteinach,"09477159"
DE090357,DE090357,2023-08-03Z,Gemarkung,Laufach,"090357",Laufach,"09671139"
DE096707,DE096707,2022-10-12Z,Gemarkung,Dornstadt-Linkersbaindt,"096707","Auhausen;Dornstadt-Linkersbaindt","09779117;09779452"
DE093651,DE093651,2023-08-04Z,Gemarkung,Langfurth,"093651",Langfurth,"09571170"
DE091108,DE091108,2023-07-27Z,Gemarkung,Neusetz,"091108",Dettelbach,"09675117"
DE092166,DE092166,2023-08-28Z,Gemarkung,Gereuth,"092166",Untermerzbach,"09674210"
DE093729,DE093729,2022-09-21Z,Gemarkung,Biburg,"093729",Nennslingen,"09577151"
DE090301,DE090301,2023-07-11Z,Gemarkung,Geiselbacher Forst,"090301","Geiselbach;Westerngrund","09671119;09671159"
DE090227,DE090227,2023-05-17Z,Gemarkung,Geiersnest-Ost,"090227","Schondra;Geiersnest-Ost","09672149;09672455"
DE097978,DE097978,2023-08-23Z,Gemarkung,Burgberg i.Allgäu,"097978",Burgberg i.Allgäu,"09780118"
DE098688,DE098688,2023-08-30Z,Gemarkung,Moosach,"098688",München,"09162000"
DE091951,DE091951,2023-08-28Z,Gemarkung,Sparneck,"091951",Sparneck,"09475174"
DE092110,DE092110,2023-08-28Z,Gemarkung,Baunach,"092110",Baunach,"09471115"
DE090372,DE090372,2023-08-19Z,Gemarkung,Waldaschaff,"090372","Waldaschaff;Waldaschaffer Forst","09671156;09671460"
DE090436,DE090436,2023-08-26Z,Gemarkung,Mönchberg,"090436",Mönchberg,"09676141"
DE090358,DE090358,2023-08-23Z,Gemarkung,Hain i.Spessart,"090358",Laufach,"09671139"
DE098707,DE098707,2023-08-30Z,Gemarkung,Trudering,"098707",München,"09162000"
DE095324,DE095324,2023-03-01Z,Gemarkung,Schneitweg,"095324",Regenstauf,"09375190"
DE090555,DE090555,2023-08-19Z,Gemarkung,Lohr a.Main,"090555",Lohr a.Main,"09677155"
DE090314,DE090314,2023-06-30Z,Gemarkung,Großlaudenbach,"090314",Kleinkahl,"09671135"
DE098706,DE098706,2023-08-30Z,Gemarkung,Thalkirchen,"098706",München,"09162000"
DE090503,DE090503,2023-04-07Z,Gemarkung,Forst Aura,"090503","Aura i.Sinngrund;Mittelsinn;Obersinn;Forst Aura","09677116;09677159;09677169;09677453"
DE095287,DE095287,2023-07-19Z,Gemarkung,Moosham,"095287",Mintraching,"09375170"
DE090665,DE090665,2023-08-12Z,Gemarkung,Erlabrunn,"090665",Erlabrunn,"09679128"
DE090472,DE090472,2023-08-26Z,Gemarkung,Riedern,"090472",Eichenbühl,"09676119"
DE095260,DE095260,2023-07-19Z,Gemarkung,Heilinghausen,"095260",Regenstauf,"09375190"
DE090153,DE090153,2023-07-28Z,Gemarkung,Neuwildflecken,"090153",Wildflecken,"09672163"
DE091445,DE091445,2023-06-19Z,Gemarkung,Oberwohlsbach,"091445",Rödental,"09473159"
DE092122,DE092122,2023-01-27Z,Gemarkung,Brunn,"092122",Heiligenstadt i.OFr.,"09471142"
DE091565,DE091565,2023-08-21Z,Gemarkung,Haßlach,"091565",Teuschnitz,"09476180"
DE090326,DE090326,2023-08-17Z,Gemarkung,Mensengesäß,"090326",Mömbris,"09671143"
DE090419,DE090419,2023-08-23Z,Gemarkung,Hobbach,"090419",Eschau,"09676123"
DE090764,DE090764,2022-05-18Z,Gemarkung,Tiefenthal,"090764",Bütthard,"09679122"
DE090365,DE090365,2023-07-07Z,Gemarkung,Forst Hain i.Spessart,"090365","Laufach;Forst Hain i.Spessart","09671139;09671451"
DE093019,DE093019,2022-11-18Z,Gemarkung,Pfaffenhofen,"093019",Burgbernheim,"09575115"
DE090352,DE090352,2023-08-17Z,Gemarkung,Sailaufer Forst,"090352",Sailaufer Forst,"09671458"
DE090208,DE090208,2023-07-26Z,Gemarkung,Kleinwenkheim,"090208",Münnerstadt,"09672135"
DE098555,DE098555,2023-08-24Z,Gemarkung,Wiedenzhausen,"098555",Sulzemoos,"09174146"
DE092279,DE092279,2023-08-28Z,Gemarkung,Schederndorf,"092279",Stadelhofen,"09471189"
DE090319,DE090319,2018-06-07Z,Gemarkung,Wiesener Forst,"090319",Wiesener Forst,"09671461"
DE097921,DE097921,2022-10-29Z,Gemarkung,Wenglingen,"097921",Aitrang,"09777111"
DE093163,DE093163,2023-06-06Z,Gemarkung,Höfstetten,"093163",Heilsbronn,"09571165"
DE090340,DE090340,2023-08-17Z,Gemarkung,Jakobsthal,"090340",Heigenbrücken,"09671126"
DE093153,DE093153,2023-06-06Z,Gemarkung,Heglau,"093153",Merkendorf,"09571177"
DE090113,DE090113,2023-08-30Z,Gemarkung,Sulzfeld,"090113",Sulzfeld,"09673173"
DE090842,DE090842,2023-04-29Z,Gemarkung,Leuzendorf i.UFr.,"090842",Burgpreppach,"09674121"
DE091387,DE091387,2022-11-15Z,Gemarkung,Kirchberg,"091387",Meeder,"09473144"
DE090572,DE090572,2023-08-08Z,Gemarkung,Heßlar,"090572",Karlstadt,"09677148"
DE092393,DE092393,2022-06-21Z,Gemarkung,Freienfels,"092393",Hollfeld,"09472154"
DE092424,DE092424,2022-03-11Z,Gemarkung,Heinersreuther Forst,"092424",Heinersreuther Forst,"09472458"
DE090761,DE090761,2023-04-24Z,Gemarkung,Bolzhausen,"090761",Sonderhofen,"09679188"
DE090714,DE090714,2023-06-12Z,Gemarkung,Irtenberger Wald,"090714","Kist;Irtenberger Wald","09679154;09679453"
DE092007,DE092007,2023-03-20Z,Gemarkung,Mühlbach,"092007",Selb,"09479152"
DE092033,DE092033,2023-08-14Z,Gemarkung,Schwarzenhammer,"092033","Marktleuthen;Thierstein","09479135;09479159"
DE091517,DE091517,2022-04-28Z,Gemarkung,Weimersdorf,"091517",Neustadt b.Coburg,"09473151"
DE090379,DE090379,2023-08-31Z,Gemarkung,Straßbessenbach,"090379",Bessenbach,"09671112"
DE090556,DE090556,2023-08-08Z,Gemarkung,Sackenbach,"090556",Lohr a.Main,"09677155"
DE090709,DE090709,2023-08-12Z,Gemarkung,Randersacker,"090709",Randersacker,"09679175"
DE090371,DE090371,2023-08-31Z,Gemarkung,Keilberg,"090371",Bessenbach,"09671112"
DE090364,DE090364,2023-08-31Z,Gemarkung,Hösbach,"090364",Hösbach,"09671130"
DE092624,DE092624,2023-08-28Z,Gemarkung,Breitenbach,"092624",Ebermannstadt,"09474121"
DE097775,DE097775,2023-08-03Z,Gemarkung,Unterkammlach,"097775",Kammlach,"09778180"
DE093160,DE093160,2023-08-02Z,Gemarkung,Heßbach,"093160",Lehrberg,"09571171"
DE090368,DE090368,2023-08-31Z,Gemarkung,Aschaffenburg,"090368",Aschaffenburg,"09661000"
DE095211,DE095211,2022-08-06Z,Gemarkung,Birkenzant,"095211","Bernhardswald;Regenstauf","09375119;09375190"
DE091447,DE091447,2022-11-15Z,Gemarkung,Oberwasungen,"091447",Sonnefeld,"09473166"
DE092541,DE092541,2023-08-28Z,Gemarkung,Körbeldorf,"092541",Pegnitz,"09472175"
DE098452,DE098452,2023-08-24Z,Gemarkung,Aufkirchen,"098452",Egenhofen,"09179117"
DE091954,DE091954,2023-06-19Z,Gemarkung,Wulmersreuth,"091954",Weißdorf,"09475184"
DE098464,DE098464,2023-08-24Z,Gemarkung,Gröbenzell,"098464",Gröbenzell,"09179126"
DE090252,DE090252,2023-07-28Z,Gemarkung,Reith,"090252",Oberthulba,"09672139"
DE090404,DE090404,2023-08-29Z,Gemarkung,Ebersbach,"090404",Leidersbach,"09676136"
DE092488,DE092488,2023-08-28Z,Gemarkung,Boden,"092488",Creußen,"09472127"
DE092019,DE092019,2022-09-13Z,Gemarkung,Dörflas b.Kirchenlamitz,"092019",Kirchenlamitz,"09479129"
DE090403,DE090403,2023-08-31Z,Gemarkung,Soden,"090403",Sulzbach a.Main,"09676160"
DE097756,DE097756,2023-08-08Z,Gemarkung,Schöneberg,"097756",Pfaffenhausen,"09778187"
DE091391,DE091391,2023-05-08Z,Gemarkung,Köllnholz,"091391",Köllnholz,"09473454"
DE092044,DE092044,2022-09-13Z,Gemarkung,Seedorf,"092044",Schirnding,"09479147"
DE090292,DE090292,2023-07-28Z,Gemarkung,Pfaffenhausen,"090292",Hammelburg,"09672127"
DE094941,DE094941,2023-07-19Z,Gemarkung,Schöngras,"094941",Bruck i.d.OPf.,"09376117"
DE092477,DE092477,2023-08-28Z,Gemarkung,Gösseldorf,"092477",Waischenfeld,"09472197"
DE097709,DE097709,2023-08-08Z,Gemarkung,Seifertshofen,"097709","Ebershausen;Ebershauser-Nattenhauser Wald","09774129;09774451"
DE091131,DE091131,2023-06-24Z,Gemarkung,Kirchschönbach,"091131",Prichsenstadt,"09675158"
DE097558,DE097558,2023-08-08Z,Gemarkung,Daxberg,"097558",Erkheim,"09778136"
DE091337,DE091337,2023-04-26Z,Gemarkung,Drossenhausen,"091337",Meeder,"09473144"
DE090287,DE090287,2023-08-30Z,Gemarkung,Machtilshausen,"090287",Elfershausen,"09672121"
DE092427,DE092427,2023-08-28Z,Gemarkung,Cottenbach,"092427",Heinersreuth,"09472150"
DE094771,DE094771,2023-07-19Z,Gemarkung,Höchensee,"094771",Burglengenfeld,"09376119"
DE091478,DE091478,2023-07-15Z,Gemarkung,Seidmannsdorf,"091478",Coburg,"09463000"
DE090111,DE090111,2023-08-11Z,Gemarkung,Strahlungen,"090111",Strahlungen,"09673171"
DE092422,DE092422,2023-08-28Z,Gemarkung,Eckersdorf,"092422",Eckersdorf,"09472131"
DE092045,DE092045,2022-11-15Z,Gemarkung,Arzberger Forst,"092045","Arzberg;Schirnding","09479112;09479147"
DE090566,DE090566,2023-07-18Z,Gemarkung,Gainfurter Markung,"090566",Karlstadt,"09677148"
DE090362,DE090362,2023-08-30Z,Gemarkung,Damm,"090362",Aschaffenburg,"09661000"
DE090774,DE090774,2023-08-26Z,Gemarkung,Röttingen,"090774",Röttingen,"09679182"
DE098289,DE098289,2023-08-24Z,Gemarkung,Anglberg,"098289",Zolling,"09178157"
DE090426,DE090426,2023-06-20Z,Gemarkung,Altenbucher Forst,"090426",Altenbuch,"09676111"
DE092065,DE092065,2023-06-05Z,Gemarkung,Bad Alexandersbad,"092065",Bad Alexandersbad,"09479111"
DE090160,DE090160,2023-08-11Z,Gemarkung,Oberbach,"090160",Wildflecken,"09672163"
DE091864,DE091864,2023-05-14Z,Gemarkung,Reitzenstein,"091864",Issigau,"09475137"
DE092036,DE092036,2023-08-16Z,Gemarkung,Birkenbühl,"092036",Thierstein,"09479159"
DE092309,DE092309,2023-05-31Z,Gemarkung,Treinfeld,"092309",Rentweinsdorf,"09674190"
DE092004,DE092004,2023-08-16Z,Gemarkung,Vielitz,"092004","Schönwald;Selb","09479150;09479152"
DE092081,DE092081,2023-08-21Z,Gemarkung,Brand,"092081",Marktredwitz,"09479136"
DE092112,DE092112,2022-05-10Z,Gemarkung,Birkacher Wald,"092112",Stegaurach,"09471191"
DE090405,DE090405,2023-08-30Z,Gemarkung,Leidersbach,"090405",Leidersbach,"09676136"
DE091133,DE091133,2023-07-22Z,Gemarkung,Effeldorf,"091133",Dettelbach,"09675117"
DE090374,DE090374,2023-08-30Z,Gemarkung,Rothenbuch,"090374",Rothenbuch,"09671148"
DE090468,DE090468,2023-08-31Z,Gemarkung,Amorbach,"090468",Amorbach,"09676112"
DE090369,DE090369,2023-08-30Z,Gemarkung,Haibach,"090369",Haibach,"09671124"
DE091905,DE091905,2023-08-16Z,Gemarkung,Wüstenselbitz,"091905",Helmbrechts,"09475136"
DE091917,DE091917,2023-07-17Z,Gemarkung,Bernstein a.Wald,"091917",Schwarzenbach a.Wald,"09475169"
DE090041,DE090041,2023-08-25Z,Gemarkung,Wegfurt,"090041",Bischofsheim i.d.Rhön,"09673117"
DE090463,DE090463,2023-08-31Z,Gemarkung,Weilbach,"090463","Amorbach;Weilbach","09676112;09676165"
DE090462,DE090462,2023-08-23Z,Gemarkung,Weckbach,"090462",Weilbach,"09676165"
DE091026,DE091026,2022-10-12Z,Gemarkung,Fabrikschleichach,"091026",Rauhenebrach,"09674187"
DE097543,DE097543,2023-04-04Z,Gemarkung,Oberschönegg,"097543",Oberschönegg,"09778184"
DE091763,DE091763,2023-08-16Z,Gemarkung,Ludwigschorgast,"091763",Ludwigschorgast,"09477135"
DE090456,DE090456,2023-08-31Z,Gemarkung,Miltenberg,"090456",Miltenberg,"09676139"
DE090178,DE090178,2023-08-11Z,Gemarkung,Stangenroth,"090178",Burkardroth,"09672117"
DE091130,DE091130,2023-08-15Z,Gemarkung,Prichsenstadt,"091130",Prichsenstadt,"09675158"
DE090586,DE090586,2023-08-23Z,Gemarkung,Bischbrunner Forst,"090586",Bischbrunn,"09677120"
DE092027,DE092027,2022-09-09Z,Gemarkung,Selber Forst,"092027",Selb,"09479152"
DE091491,DE091491,2023-03-25Z,Gemarkung,Sülzfeld,"091491",Bad Rodach,"09473158"
DE090682,DE090682,2023-08-31Z,Gemarkung,Remlingen,"090682",Remlingen,"09679177"
DE092766,DE092766,2023-08-21Z,Gemarkung,Büg,"092766",Eckental,"09572121"
DE092213,DE092213,2022-09-09Z,Gemarkung,Lindach,"092213",Heiligenstadt i.OFr.,"09471142"
DE092360,DE092360,2023-08-14Z,Gemarkung,Metzlersreuth,"092360",Gefrees,"09472139"
DE090470,DE090470,2023-08-17Z,Gemarkung,Reichartshausen,"090470","Amorbach;Weilbach","09676112;09676165"
DE092530,DE092530,2023-08-21Z,Gemarkung,Elbersberg,"092530","Pegnitz;Pottenstein","09472175;09472179"
DE090387,DE090387,2023-08-04Z,Gemarkung,Mespelbrunn,"090387","Mespelbrunn;Waldaschaffer Forst","09671141;09671460"
DE090707,DE090707,2023-08-31Z,Gemarkung,Heidingsfeld,"090707",Würzburg,"09663000"
DE091604,DE091604,2023-04-11Z,Gemarkung,Gundelsdorf,"091604",Kronach,"09476145"
DE090121,DE090121,2023-08-25Z,Gemarkung,Leinach,"090121",Sulzfeld,"09673173"
DE090568,DE090568,2023-08-17Z,Gemarkung,Karlburg,"090568",Karlstadt,"09677148"
DE092352,DE092352,2023-08-16Z,Gemarkung,Zettlitz,"092352",Gefrees,"09472139"
DE091749,DE091749,2023-08-12Z,Gemarkung,Höferänger,"091749",Kulmbach,"09477128"
DE090552,DE090552,2023-08-29Z,Gemarkung,Rechtenbach,"090552",Rechtenbach,"09677172"
DE090112,DE090112,2023-08-25Z,Gemarkung,Großbardorf,"090112",Großbardorf,"09673126"
DE091566,DE091566,2023-08-12Z,Gemarkung,Reichenbach,"091566",Reichenbach,"09476166"
DE090475,DE090475,2023-08-18Z,Gemarkung,Kirchzell,"090475",Kirchzell,"09676131"
DE098256,DE098256,2023-08-24Z,Gemarkung,Osterwaal,"098256",Au i.d.Hallertau,"09178116"
DE092067,DE092067,2023-08-07Z,Gemarkung,Hildenbach,"092067",Wunsiedel,"09479169"
DE090598,DE090598,2023-08-02Z,Gemarkung,Michelrieth,"090598",Marktheidenfeld,"09677157"
DE090177,DE090177,2023-08-24Z,Gemarkung,Geroda,"090177",Geroda,"09672126"
DE095261,DE095261,2022-10-13Z,Gemarkung,Hellkofen,"095261",Aufhausen,"09375115"
DE090582,DE090582,2023-08-17Z,Gemarkung,Windheim,"090582",Hafenlohr,"09677135"
DE091425,DE091425,2023-07-31Z,Gemarkung,Neuensee,"091425",Michelau i.OFr.,"09478145"
DE090507,DE090507,2023-08-18Z,Gemarkung,Burgsinn,"090507",Burgsinn,"09677122"
DE098230,DE098230,2023-08-24Z,Gemarkung,Schweitenkirchen,"098230",Schweitenkirchen,"09186152"
DE090597,DE090597,2023-08-17Z,Gemarkung,Schollbrunn,"090597",Schollbrunn,"09677182"
DE090164,DE090164,2023-08-24Z,Gemarkung,Oberriedenberg,"090164",Riedenberg,"09672145"
DE091788,DE091788,2023-06-24Z,Gemarkung,Schirradorf,"091788","Kasendorf;Wonsees","09477124;09477164"
DE091825,DE091825,2023-05-30Z,Gemarkung,Geutenreuth,"091825",Weismain,"09478176"
DE090480,DE090480,2023-07-05Z,Gemarkung,Hambrunn,"090480",Schneeberg,"09676156"
DE092668,DE092668,2023-08-16Z,Gemarkung,Egloffstein,"092668",Egloffstein,"09474124"
DE098203,DE098203,2023-08-24Z,Gemarkung,Affalterbach,"098203",Pfaffenhofen a.d.Ilm,"09186143"
DE092464,DE092464,2023-08-12Z,Gemarkung,Gesees,"092464",Gesees,"09472140"
